Contacting pair,$w _ { c } \left( - 1 0 ^ { - 3 }\right.$ mm),clearance medium,T1 (K),T2 (K),V1 (V),V2 (V)
E-N,"8.0, 8.5, 9.0, 9.5,10.0 9.0, 9.5, 10.0,","Vacuum, air, silver-epoxy",400 to 800,300,6 to 10,0
