Variable,Value,Variable,Value
H,11 km,$\varphi _ { a }$,0 deg
Ma,0.723,Pf,$- 6 4 \mathrm { \ r a d \ s ^ { - 1 } }$
θ,16deg,Pa,$1 5 7 0 \ \mathrm { r a d } s ^ { - 1 }$
y,0 deg,q,0 rad s1
φf,0 deg,r,0rad $s ^ { - 1 }$
